oracion,etiqueta
de una venta me han abonado tres mil novecientos nueve con treinta y cinco euros,ingreso
he desembolsado doscientos sesenta,gasto
euros en gasolina me gasté cuatro mil trescientos veintisiete con cuarenta y ocho,gasto
me gasté setecientos treinta y cuatro con setenta y dos euros en el gimnasio,gasto
me pagaron dos mil,ingreso
me ingresaron cuatro mil setecientos sesenta y tres con cincuenta y nueve euros de una venta,ingreso
he pagado mil ciento cuarenta y tres euros en la compra,gasto
gasté veinticinco euros en,gasto
he desembolsado mil cuatrocientos noventa y siete con veintitrés euros en netflix,gasto
me costó veintiuno euros,gasto
un ordenador nuevo me costó más o menos cincuenta y ocho euros en,gasto
le mandé cincuenta euros a pedro por bizum,gasto
en una reforma me dejé tres mil trescientos setenta y cinco euros ayer,gasto
me han abonado mil,ingreso
cumpleaños por fin me hicieron un ingreso de al final trescientos diecinueve euros de regalo de,ingreso
he cobrado ciento doce con catorce euros por un artículo publicado este mes,ingreso
he pagado ochenta y,gasto
recibí mil trescientos noventa,ingreso
de una devolución me han abonado tres mil sesenta y siete euros,ingreso
me gasté cuatro mil,gasto
una paga atrasada se me ingresaron setecientos cuarenta y tres euros de,ingreso
se me fueron mil,gasto
me ingresaron trescientos veintiuno,ingreso
me han abonado mil doscientos cuarenta y uno con dos euros de una herencia,ingreso
he percibido setecientos cincuenta,ingreso
he desembolsado ciento veinticinco con veinticuatro euros en el coche,gasto
transporte esta semana me cayó mil doscientos treinta y nueve con trece euros de una beca,ingreso
desembolsé mil doscientos veintidós con noventa y seis euros ayer en el cerrajero,gasto
he desembolsado cuatro mil trescientos sesenta y cinco con cuarenta y seis euros en una suscripción,gasto
me ingresaron dos mil,ingreso
percibí treinta y dos,ingreso
me pagaron mil novecientos sesenta con noventa y tres euros por una ayuda,ingreso
me cayó mil ochocientos cuatro con cuarenta y seis euros por hacer de canguro este mes,ingreso
me pagaron setecientos noventa y tres euros por un proyecto,ingreso
gasté quinientos euros en,gasto
me pagaron sesenta y uno euros de intereses,ingreso
me entraron cuatrocientos treinta y cuatro euros de ayuda escolar,ingreso
mascotas por fin he recibido aproximadamente doscientos cincuenta y dos euros por cuidar,ingreso
he tenido que abonar,gasto
me pagaron cuatro mil cuatrocientos sesenta y ocho euros por una transferencia,ingreso
salario por fin cobré al final quinientos veinticinco euros de,ingreso
gasté setenta y nueve euros este mes en la hipoteca,gasto
recibí cuatrocientos noventa y tres con cuarenta y nueve euros por hacer de canguro recientemente,ingreso
venta en wallapop ingresé novecientos euros de una,ingreso
de una venta me han abonado cuatro mil seiscientos veinticuatro con ochenta euros,ingreso
me hicieron un ingreso de noventa y nueve con cuarenta y cuatro euros de una transferencia familiar esta semana,ingreso
me gasté dos mil seiscientos setenta y cinco euros en el dentista,gasto
pagué cuatro mil ciento,gasto
me gasté tres mil quinientos veintiuno con setenta y siete euros en una reparación,gasto
me gasté tres mil quinientos cuarenta y nueve con cinco euros en la compra,gasto
me cobraron sesenta euros en un curso online esta mañana,gasto
me han cargado alrededor de sesenta y dos euros en medicamentos,gasto
aboné ciento noventa y dos con ochenta y seis euros de ropa,gasto
por una cena pagué mil quinientos ochenta y ocho con sesenta y nueve euros,gasto
extra de verano me han abonado trescientos cincuenta euros de la,ingreso
he percibido mil doscientos sesenta con cuarenta y ocho euros por una herencia,ingreso
obtuve mil quinientos sesenta,ingreso
me pagaron cuatro mil,ingreso
por una beca he percibido setecientos setenta y siete con sesenta y nueve euros,ingreso
he pagado dos mil cuatrocientos ochenta y nueve con treinta y dos euros en una reparación,gasto
me cayó unos trescientos trece con veintiséis euros de indemnización laboral,ingreso
de impuestos anoche invertí ochocientos cincuenta y tres euros,gasto
en el dentista he desembolsado dos mil novecientos noventa y dos con sesenta y tres euros,gasto
me han abonado setecientos con cincuenta euros de un proyecto,ingreso
me costó setecientos setenta,gasto
en un tren invertí dos mil quinientos cuatro euros ayer,gasto
de libros usados me han transferido mil ciento setenta y ocho euros de la venta,ingreso
venta en wallapop me llegaron ciento cincuenta euros de la,ingreso
me han abonado ciento,ingreso
ingresé tres mil cuatrocientos,ingreso
me abonaron más o menos doscientos diecinueve euros por un artículo publicado,ingreso
se me fueron tres mil ciento diez con setenta y siete euros en la compra,gasto
vender el coche he cobrado cinco mil euros por,ingreso
se me ingresaron setenta euros de ayuda escolar recientemente,ingreso
le he pasado un,gasto
club esta mañana me han cargado tres mil doscientos cuarenta y cinco euros por la cuota del,gasto
ingresé tres mil setecientos cuarenta euros por una venta,ingreso
pagué mil ciento trece con ocho euros con la nevera el viernes,gasto
he desembolsado trescientos cincuenta y ocho con cuarenta y tres euros en el gimnasio,gasto
ayer en mobiliario gasté quince euros,gasto
recibí mil cuatrocientos euros de pensión este mes,ingreso
de nómina ayer ingresé ochocientos dos euros,ingreso
se me fueron doscientos treinta y cuatro euros para pagar zapatos,gasto
desembolsé dos mil trescientos veintiocho con veintinueve euros en el cerrajero recientemente,gasto
por vender entradas me abonaron dos mil trescientos sesenta y cuatro con cuarenta euros,ingreso
de libros usados he recibido en total ochenta y nueve euros de la venta,ingreso
aboné mil doscientos veintinueve con doce euros de netflix,gasto
euros la compra me costó mil novecientos doce con treinta y nueve,gasto
cobré tres mil trescientos treinta y seis euros por un trabajo freelance,ingreso
pagué mil quinientos ochenta,gasto
me costó tres mil,gasto
acabé pagando dos mil,gasto
por una venta ingresé cuatro mil setecientos setenta euros,ingreso
costado dos euros el pan me ha,gasto
he percibido cuatro mil,ingreso
niñera este mes me costó cincuenta y dos con cincuenta y cinco euros de la,gasto
he recibido cincuenta y nueve con cincuenta y siete euros por un artículo publicado por fin,ingreso
por una venta me pagaron mil ciento nueve con noventa y cuatro euros,ingreso
en el coche me gasté quinientos treinta y cuatro euros,gasto
he recibido dos mil,ingreso
me pagaron dos mil trescientos cincuenta y ocho con setenta y ocho euros por un bonus,ingreso
me cobraron ciento noventa,gasto
sofá esta semana me han transferido dos mil treinta y cuatro con cincuenta euros de la venta del,ingreso
me gasté ciento cincuenta y seis con sesenta y uno euros en una suscripción,gasto
me han abonado tres,ingreso
me han abonado ciento,ingreso
alquiler vacacional ayer percibí mil trescientos cuarenta y nueve euros del,ingreso
he gastado treinta euros,gasto
ingresé ciento dieciocho con,ingreso
he pagado cuatro mil,gasto
ingresé mil ocho euros por un bonus,ingreso
me han transferido mil,ingreso
he desembolsado tres mil,gasto
en una reparación me gasté tres mil quinientos veintiuno con setenta y siete euros,gasto
me cobraron cuatrocientos noventa y seis con treinta y cuatro euros en una reparación,gasto
desembolsé novecientos cincuenta y tres con cuarenta y ocho euros para pagar unas gafas nuevas,gasto
pagué cincuenta y cinco,gasto
he recibido cuatrocientos noventa y cuatro euros de ayuda escolar ayer,ingreso
me tocó pagar veinte euros de arena para el gato en febrero,gasto
me abonó ochocientos ochenta y siete euros por un reportaje fotográfico ayer,ingreso
para pagar libros me cobraron cincuenta y ocho con nueve euros,gasto
me abonaron aproximadamente doscientos seis con catorce euros de un bizum que me debían,ingreso
obtuve más o menos,ingreso
he cobrado trece euros por tutorías online hoy,ingreso
aboné mil doscientos treinta y uno euros de ropa,gasto
cobré tres mil ochocientos,ingreso
me han metido en cuenta novecientos euros de la beca,ingreso
desembolsé cuatrocientos sesenta y nueve euros en el ibi anoche,gasto
en un tren se me fueron ochocientos cuarenta y nueve con tres euros,gasto
se fueron cincuenta y,gasto
euros el coche me costó dos mil sesenta y cinco con cincuenta y dos,gasto
en el súper pagué doscientos treinta y cuatro con sesenta y cinco euros este mes,gasto
en el supermercado he desembolsado cuatro mil cuatrocientos cincuenta y dos con cincuenta y cuatro euros,gasto
me pagaron tres mil,ingreso
en la compra me gasté cuatro mil veintiséis con noventa y nueve euros,gasto
por una ayuda me pagaron dos mil ochocientos veintiocho euros,ingreso
ayuda escolar ayer he recibido cuatrocientos noventa y cuatro euros de,ingreso
se me fueron quinientos,gasto
me gasté dos mil setecientos setenta y nueve con cuarenta y dos euros en una suscripción,gasto
ingresé mil ochocientos cuarenta,ingreso
euros en electricidad me gasté dos mil seiscientos catorce,gasto
me pagaron tres mil,ingreso
una bici hoy se me ingresaron treinta con treinta y dos euros por vender,ingreso
batería del coche me han cargado trescientos sesenta y uno euros ayer en una,gasto
impuesto de circulación tuve que pagar cincuenta y nueve euros para pagar el,gasto
me ingresaron ciento veintiuno,ingreso
me llegaron trescientos veinte euros de dividendos,ingreso
cobré treinta con sesenta,ingreso
me hicieron un ingreso de trescientos sesenta y tres euros por editar un vídeo el mes pasado,ingreso
de estudios hoy me han transferido cuatrocientos veintiocho euros de la beca,ingreso
en una suscripción he desembolsado cuatro mil trescientos sesenta y cinco con cuarenta y seis euros,gasto
euros en gasolina me gasté dos mil quinientos nueve con ochenta,gasto
ingresé noventa y uno,ingreso
de el coche aboné mil setecientos noventa y uno euros,gasto
cobré mil cuatrocientos veintidós con cuarenta y seis euros por un bonus,ingreso
me pagaron mil ciento,ingreso
de una herencia recibí tres mil ciento doce euros,ingreso
he pagado novecientos cincuenta,gasto
me han transferido dos mil treinta y cuatro con cincuenta euros de la venta del sofá esta semana,ingreso
del irpf recientemente me abonó ciento sesenta y seis con veintitrés euros de la devolución,ingreso
en la niñera pagué cuatro mil ochocientos doce euros este mes,gasto
me costó quinientos cinco,gasto
cobré mil cincuenta y nueve con sesenta y cuatro euros por una beca,ingreso
aboné cuatro mil seiscientos,gasto
corte de pelo me salió por treinta euros el,gasto
me han transferido mil,ingreso
me han cobrado diez euros de spotify este mes,gasto
pagamos cuatrocientos veintitrés euros de amazon prime el otro día,gasto
bonificación esta semana cobré treinta con sesenta y seis euros de una,ingreso
acabé pagando dos mil setecientos cuarenta y siete euros con un regalo recientemente,gasto
un trabajo freelance me han abonado mil cuarenta y siete con nueve euros de,ingreso
aboné mil quinientos diecinueve con veinte euros de netflix,gasto
me han pasado dieciocho euros del recibo del agua,gasto
me han abonado cuatro,ingreso
he pagado dos mil,gasto
me cobraron ochocientos noventa,gasto
en una cena he desembolsado cuatro mil cuatrocientos ochenta euros,gasto
he cobrado setenta y uno euros de la liquidación de vacaciones recientemente,ingreso
por un bonus he percibido dos mil ochocientos cuarenta y dos euros,ingreso
me han abonado mil ciento treinta y seis con cuarenta y dos euros de un proyecto,ingreso
se me ingresaron dos mil siete con siete euros de la venta del sofá el mes pasado,ingreso
me pagaron mil noventa,ingreso
gasté cuarenta euros en,gasto
por una ayuda me pagaron dos mil ochocientos siete euros,ingreso
en una suscripción me gasté ciento cincuenta y seis con sesenta y uno euros,gasto
he pagado novecientos cuarenta,gasto
recibí cuatro mil quinientos cuarenta con treinta y ocho euros de un trabajo freelance,ingreso
de una beca me han abonado cuatro mil novecientos dieciocho euros,ingreso
pagué doce euros de,gasto
he percibido trescientos veintitrés,ingreso
se me fueron dos,gasto
he pagado cuatrocientos setenta,gasto
se me ingresaron cuatro,ingreso
me pagaron tres mil ochocientos uno con treinta y cuatro euros por una transferencia,ingreso
recibí ochenta y cinco,ingreso
me hicieron un ingreso de al final trescientos diecinueve euros de regalo de cumpleaños por fin,ingreso
pagué tres mil ciento veinticinco con diecinueve euros por un vuelo,gasto
alquiler en febrero entraron dos mil ciento cincuenta con treinta y cinco euros de la ayuda al,ingreso
por una transferencia he percibido mil ochocientos setenta y cinco euros,ingreso
se me fueron trescientos,gasto
uno euros gasolina me costó dos mil setecientos ochenta y,gasto
en la compra se me fueron mil ochocientos ochenta y seis euros,gasto
me abonó mil ciento,ingreso
el ibi hoy he pagado seiscientos sesenta y cuatro euros por,gasto
recibí casi veinte euros,ingreso
se fueron dos mil trescientos ochenta y nueve con ochenta y cuatro euros de una suscripción el mes pasado,gasto
